address_deltas,pc_deltas
-184,-140737340343195
64,24369
296,140737340318826
-168,-140737340268346
64,205213
200,140737340063133
-56,-140737340268343
136,140737340268343
272,0
-232,-140737340268343
184,205499
-120,-255991
408,140737340318835
-200,-140737340268343
48,-74824
64,24359
264,140737340318808
-136,-140737340268343
64,205270
-16407930,5487
16408098,140737340057586
80,0
272,0
-264,-140737340268346
72,-74843
144,280345
-88,-255973
376,140737340318817
-184,-140737340343195
64,24369
296,140737340318826
-168,-140737340268346
64,205213
200,140737340063133
-56,-140737340268343
136,140737340268343
272,0
-232,-140737340268343
184,205499
-120,-255991
408,140737340318835
-200,-140737340268343
48,-74824
64,24359
264,140737340318808
-136,-140737340268343
64,205270
-427176,2156
88,140737340141154
427256,-80237
80,0
272,0
-264,-140737340268346
72,-74843
144,280345
-88,-255973
376,140737340318817
-184,-140737340343195
64,24369
296,140737340318826
-168,-140737340268346
64,205213
200,140737340063133
-56,-140737340268343
136,140737340268343
272,0
-232,-140737340268343
184,205499
-120,-255991
408,140737340318835
-200,-140737340268343
48,-74824
64,24359
264,140737340318808
-136,-140737340268343
64,205270
-614552,2156
-22112,0
88,140737340141154
636744,-80237
80,0
272,0
-264,-140737340268346
72,-74843
144,280345
-88,-255973
376,140737340318817
-184,-140737340343195
64,24369
296,140737340318826
-168,-140737340268346
64,205213
200,140737340063133
-56,-140737340268343
136,140737340268343
272,0
-232,-140737340268343
184,205499
-120,-255991
408,140737340318835
-200,-140737340268343
48,-74824
64,24359
264,140737340318808
-136,-140737340268343
64,205270
-707480,2156
707648,140737340060917
80,0
272,0
-264,-140737340268346
72,-74843
144,280345
-88,-255973
376,140737340318817
-184,-140737340343195
64,24369
296,140737340318826
-168,-140737340268346
64,205213
-494456,2216
88,140737340141154
-297320,-140737340141154
88,140737340141154
791800,-80237
-56,-140737340268343
136,140737340268343
272,0
-232,-140737340268343
184,205499
-120,-255991
408,140737340318835
-200,-140737340268343
48,-74824
64,24359
264,140737340318808
-136,-140737340268343
64,205270
168,140737340063073
80,0
272,0
-264,-140737340268346
72,-74843
144,280345
-88,-255973
376,140737340318817
-184,-140737340343195
64,24369
296,140737340318826
-168,-140737340268346
64,205213
200,140737340063133
-56,-140737340268343
136,140737340268343
272,0
-232,-140737340268343
184,205499
-120,-255991
408,140737340318835
-200,-140737340268343
48,-74824
64,24359
264,140737340318808
-136,-140737340268343
64,205270
168,140737340063073
80,0
272,0
-264,-140737340268346
72,-74843
144,280345
-88,-255973
376,140737340318817
-184,-140737340343195
64,24369
296,140737340318826
-168,-140737340268346
64,205213
200,140737340063133
-56,-140737340268343
136,140737340268343
272,0
-232,-140737340268343
184,205499
-120,-255991
408,140737340318835
-200,-140737340268343
48,-74824
64,24359
264,140737340318808
-136,-140737340268343
64,205270
-790144,140737340143310
790312,-80237
80,0
272,0
-264,-140737340268346
72,-74843
144,280345
-88,-255973
-15009608,140737340312895
15009984,510
-184,-140737340337783
64,24369
296,140737340318826
-168,-140737340268346
64,205213
200,140737340063133
-56,-140737340268343
136,140737340268343
272,0
-232,-140737340268343
184,205499
-120,-255991
408,140737340318835
-200,-140737340268343
48,-74824
64,24359
264,140737340318808
-136,-140737340268343
64,205270
-298144,140737340143310
298312,-80237
80,0
272,0
-264,-140737340268346
72,-74843
144,280345
-88,-255973
376,140737340318817
-184,-140737340343195
64,24369
296,140737340318826
-168,-140737340268346
64,205213
-388120,2216
88,140737340141154
388232,-80237
-56,-140737340268343
136,140737340268343
272,0
-232,-140737340268343
184,205499
-120,-255991
408,140737340318835
-200,-140737340268343
48,-74824
64,24359
264,140737340318808
-136,-140737340268343
64,205270
168,140737340063073
80,0
272,0
-264,-140737340268346
72,-74843
144,280345
-88,-255973
376,140737340318817
-184,-140737340343195
64,24369
296,140737340318826
-168,-140737340268346
64,205213
200,140737340063133
-56,-140737340268343
136,140737340268343
272,0
-232,-140737340268343
184,205499
-120,-255991
408,140737340318835
-200,-140737340268343
48,-74824
64,24359
264,140737340318808
-136,-140737340268343
64,205270
168,140737340063073
80,0
272,0
-264,-140737340268346
72,-74843
144,280345
-88,-255973
376,140737340318817
-184,-140737340343195
64,24369
296,140737340318826
-168,-140737340268346
64,205213
200,140737340063133
-56,-140737340268343
136,140737340268343
272,0
-232,-140737340268343
184,205499
-120,-255991
408,140737340318835
-200,-140737340268343
48,-74824
64,24359
264,140737340318808
-136,-140737340268343
64,205270
168,140737340063073
80,0
272,0
-264,-140737340268346
72,-74843
144,280345
-88,-255973
376,140737340318817
-184,-140737340343195
64,24369
296,140737340318826
-168,-140737340268346
64,205213
200,140737340063133
-56,-140737340268343
136,140737340268343
272,0
-232,-140737340268343
184,205499
-120,-255991
408,140737340318835
-200,-140737340268343
48,-74824
64,24359
264,140737340318808
-136,-140737340268343
64,205270
168,140737340063073
80,0
272,0
-264,-140737340268346
72,-74843
144,280345
-88,-255973
376,140737340318817
-184,-140737340343195
64,24369
296,140737340318826
-168,-140737340268346
64,205213
200,140737340063133
-56,-140737340268343
136,140737340268343
272,0
-232,-140737340268343
184,205499
-120,-255991
408,140737340318835
-200,-140737340268343
48,-74824
64,24359
264,140737340318808
-136,-140737340268343
64,205270
168,140737340063073
80,0
272,0
-264,-140737340268346
72,-74843
144,280345
-88,-255973
376,140737340318817
-184,-140737340343195
64,24369
296,140737340318826
-168,-140737340268346
64,205213
200,140737340063133
-56,-140737340268343
136,140737340268343
272,0
-232,-140737340268343
184,205499
-120,-255991
408,140737340318835
-200,-140737340268343
48,-74824
64,24359
264,140737340318808
-136,-140737340268343
64,205270
168,140737340063073
80,0
272,0
-264,-140737340268346
72,-74843
144,280345
-88,-255973
376,140737340318817
-184,-140737340343195
64,24369
296,140737340318826
-168,-140737340268346
64,205213
200,140737340063133
-56,-140737340268343
136,140737340268343
272,0
-232,-140737340268343
184,205499
-120,-255991
408,140737340318835
-200,-140737340268343
48,-74824
64,24359
264,140737340318808
-136,-140737340268343
64,205270
168,140737340063073
80,0
272,0
-264,-140737340268346
72,-74843
144,280345
-88,-255973
376,140737340318817
-184,-140737340343195
64,24369
296,140737340318826
-168,-140737340268346
64,205213
200,140737340063133
-56,-140737340268343
136,140737340268343
272,0
-232,-140737340268343
184,205499
-120,-255991
408,140737340318835
-200,-140737340268343
48,-74824
64,24359
264,140737340318808
-136,-140737340268343
64,205270
168,140737340063073
80,0
272,0
-264,-140737340268346
72,-74843
144,280345
-88,-255973
376,140737340318817
-184,-140737340343195
64,24369
296,140737340318826
-168,-140737340268346
64,205213
200,140737340063133
-56,-140737340268343
136,140737340268343
272,0
-232,-140737340268343
184,205499
-120,-255991
408,140737340318835
-200,-140737340268343
48,-74824
64,24359
264,140737340318808
-136,-140737340268343
64,205270
168,140737340063073
80,0
272,0
-264,-140737340268346
72,-74843
144,280345
-88,-255973
376,140737340318817
-184,-140737340343195
64,24369
296,140737340318826
-168,-140737340268346
64,205213
200,140737340063133
-56,-140737340268343
136,140737340268343
272,0
-232,-140737340268343
184,205499
-120,-255991
408,140737340318835
-200,-140737340268343
48,-74824
64,24359
264,140737340318808
-136,-140737340268343
64,205270
168,140737340063073
80,0
272,0
-264,-140737340268346
72,-74843
144,280345
-88,-255973
376,140737340318817
-184,-140737340343195
64,24369
296,140737340318826
-168,-140737340268346
64,205213
-761368,2216
85544,140737340141154
676024,-80237
-56,-140737340268343
136,140737340268343
272,0
-232,-140737340268343
184,205499
-120,-255991
408,140737340318835
-200,-140737340268343
48,-74824
64,24359
264,140737340318808
-136,-140737340268343
64,205270
168,140737340063073
80,0
272,0
-264,-140737340268346
72,-74843
144,280345
-88,-255973
376,140737340318817
-184,-140737340343195
64,24369
296,140737340318826
-168,-140737340268346
64,205213
200,140737340063133
-56,-140737340268343
136,140737340268343
272,0
-232,-140737340268343
184,205499
-120,-255991
408,140737340318835
-200,-140737340268343
48,-74824
64,24359
264,140737340318808
-136,-140737340268343
64,205270
168,140737340063073
80,0
272,0
-264,-140737340268346
72,-74843
144,280345
-88,-255973
376,140737340318817
-184,-140737340343195
64,24369
296,140737340318826
-168,-140737340268346
64,205213
200,140737340063133
-56,-140737340268343
136,140737340268343
272,0
-232,-140737340268343
184,205499
-120,-255991
408,140737340318835
-200,-140737340268343
48,-74824
64,24359
264,140737340318808
-136,-140737340268343
64,205270
168,140737340063073
80,0
272,0
-264,-140737340268346
72,-74843
144,280345
-88,-255973
376,140737340318817
-184,-140737340343195
64,24369
296,140737340318826
-168,-140737340268346
64,205213
200,140737340063133
-56,-140737340268343
136,140737340268343
272,0
-232,-140737340268343
184,205499
-120,-255991
408,140737340318835
-200,-140737340268343
48,-74824
64,24359
264,140737340318808
-136,-140737340268343
64,205270
168,140737340063073
80,0
272,0
-264,-140737340268346
72,-74843
144,280345
-88,-255973
376,140737340318817
-184,-140737340343195
64,24369
296,140737340318826
-168,-140737340268346
64,205213
200,140737340063133
-56,-140737340268343
136,140737340268343
272,0
-232,-140737340268343
184,205499
-120,-255991
408,140737340318835
-200,-140737340268343
48,-74824
64,24359
264,140737340318808
-136,-140737340268343
64,205270
-770424,2156
346960,0
88,140737340141154
423544,-80237
80,0
272,0
-264,-140737340268346
72,-74843
144,280345
-88,-255973
376,140737340318817
-184,-140737340343195
64,24369
296,140737340318826
-168,-140737340268346
64,205213
200,140737340063133
-56,-140737340268343
136,140737340268343
272,0
-232,-140737340268343
184,205499
-120,-255991
408,140737340318835
-200,-140737340268343
48,-74824
64,24359
264,140737340318808
-136,-140737340268343
64,205270
-840696,2156
840864,140737340060917
80,0
272,0
-264,-140737340268346
72,-74843
144,280345
-88,-255973
376,140737340318817
-184,-140737340343195
64,24369
296,140737340318826
-168,-140737340268346
64,205213
200,140737340063133
-56,-140737340268343
136,140737340268343
272,0
-232,-140737340268343
184,205499
-120,-255991
408,140737340318835
-200,-140737340268343
48,-74824
64,24359
264,140737340318808
-136,-140737340268343
64,205270
168,140737340063073
80,0
272,0
-264,-140737340268346
72,-74843
144,280345
-88,-255973
376,140737340318817
-184,-140737340343195
64,24369
296,140737340318826
-168,-140737340268346
64,205213
200,140737340063133
-56,-140737340268343
136,140737340268343
272,0
-232,-140737340268343
184,205499
-120,-255991
408,140737340318835
-200,-140737340268343
48,-74824
64,24359
264,140737340318808
-136,-140737340268343
64,205270
168,140737340063073
80,0
272,0
-264,-140737340268346
72,-74843
144,280345
-88,-255973
376,140737340318817
-184,-140737340343195
64,24369
296,140737340318826
-168,-140737340268346
64,205213
200,140737340063133
-56,-140737340268343
136,140737340268343
272,0
-232,-140737340268343
184,205499
-120,-255991
408,140737340318835
-200,-140737340268343
48,-74824
64,24359
264,140737340318808
-136,-140737340268343
64,205270
-516288,140737340143310
516456,-80237
80,0
272,0
-264,-140737340268346
72,-74843
144,280345
-88,-255973
376,140737340318817
-184,-140737340343195
64,24369
296,140737340318826
-168,-140737340268346
64,205213
200,140737340063133
-56,-140737340268343
136,140737340268343
272,0
-232,-140737340268343
184,205499
-120,-255991
408,140737340318835
-200,-140737340268343
48,-74824
64,24359
264,140737340318808
-136,-140737340268343
64,205270
168,140737340063073
80,0
272,0
-264,-140737340268346
72,-74843
144,280345
-88,-255973
376,140737340318817
-184,-140737340343195
64,24369
296,140737340318826
-168,-140737340268346
64,205213
200,140737340063133
-56,-140737340268343
136,140737340268343
272,0
-232,-140737340268343
184,205499
-120,-255991
408,140737340318835
-200,-140737340268343
48,-74824
64,24359
264,140737340318808
-136,-140737340268343
64,205270
-683256,2156
88,140737340141154
-8680,-140737340141154
692016,140737340060917
80,0
272,0
-264,-140737340268346
72,-74843
144,280345
-88,-255973
376,140737340318817
-184,-140737340343195
64,24369
296,140737340318826
-168,-140737340268346
64,205213
-693064,2216
88,140737340141154
693176,-80237
-56,-140737340268343
136,140737340268343
272,0
-232,-140737340268343
184,205499
-120,-255991
408,140737340318835
-200,-140737340268343
48,-74824
64,24359
264,140737340318808
-136,-140737340268343
64,205270
-441320,2156
-228672,0
670160,140737340060917
80,0
272,0
-264,-140737340268346
72,-74843
144,280345
-88,-255973
376,140737340318817
-184,-140737340343195
64,24369
296,140737340318826
-168,-140737340268346
64,205213
200,140737340063133
-56,-140737340268343
136,140737340268343
272,0
-232,-140737340268343
184,205499
-120,-255991
408,140737340318835
-200,-140737340268343
48,-74824
64,24359
264,140737340318808
-136,-140737340268343
64,205270
-749624,2156
-576,0
-18144,0
-14788878,140737340141154
15557390,-80237
80,0
272,0
-264,-140737340268346
72,-74843
144,280345
-88,-255973
376,140737340318817
-184,-140737340343195
64,24369
296,140737340318826
-168,-140737340268346
64,205213
200,140737340063133
-56,-140737340268343
136,140737340268343
272,0
-232,-140737340268343
184,205499
-120,-255991
408,140737340318835
-200,-140737340268343
48,-74824
64,24359
264,140737340318808
-136,-140737340268343
64,205270
-752216,2156
-31168,0
783552,140737340060917
80,0
272,0
-264,-140737340268346
72,-74843
144,280345
-88,-255973
376,140737340318817
-184,-140737340343195
64,24369
296,140737340318826
-168,-140737340268346
64,205213
200,140737340063133
-56,-140737340268343
136,140737340268343
272,0
-232,-140737340268343
184,205499
-120,-255991
408,140737340318835
-200,-140737340268343
48,-74824
64,24359
264,140737340318808
-136,-140737340268343
64,205270
-755960,2156
64848,0
88,140737340141154
691192,-80237
80,0
272,0
-264,-140737340268346
72,-74843
144,280345
-88,-255973
376,140737340318817
-184,-140737340343195
64,24369
296,140737340318826
-168,-140737340268346
64,205213
-735800,2216
-22816,0
-11424,0
-81600,0
421072,0
88,140737340141154
-95152,0
525832,-80237
-56,-140737340268343
136,140737340268343
272,0
-232,-140737340268343
184,205499
-120,-255991
408,140737340318835
-200,-140737340268343
48,-74824
64,24359
264,140737340318808
-136,-140737340268343
64,205270
168,140737340063073
80,0
272,0
-264,-140737340268346
72,-74843
144,280345
-88,-255973
376,140737340318817
-184,-140737340343195
64,24369
296,140737340318826
-168,-140737340268346
64,205213
-743928,2216
-12480,0
-16032,0
-17440,0
235248,0
-392,140737340141154
555224,-80237
-56,-140737340268343
136,140737340268343
272,0
-232,-140737340268343
184,205499
-120,-255991
408,140737340318835
-200,-140737340268343
48,-74824
64,24359
264,140737340318808
-136,-140737340268343
64,205270
-674984,2156
88,140737340141154
675064,-80237
80,0
272,0
-264,-140737340268346
72,-74843
144,280345
-88,-255973
376,140737340318817
-184,-140737340343195
64,24369
296,140737340318826
-168,-140737340268346
64,205213
200,140737340063133
-56,-140737340268343
136,140737340268343
272,0
-232,-140737340268343
184,205499
-120,-255991
408,140737340318835
-200,-140737340268343
48,-74824
64,24359
264,140737340318808
-136,-140737340268343
64,205270
168,140737340063073
80,0
272,0
-264,-140737340268346
72,-74843
144,280345
-88,-255973
376,140737340318817
-184,-140737340343195
64,24369
296,140737340318826
-168,-140737340268346
64,205213
200,140737340063133
-56,-140737340268343
136,140737340268343
272,0
-232,-140737340268343
184,205499
-120,-255991
408,140737340318835
-200,-140737340268343
48,-74824
64,24359
264,140737340318808
-136,-140737340268343
64,205270
168,140737340063073
80,0
272,0
-264,-140737340268346
72,-74843
144,280345
-88,-255973
376,140737340318817
-184,-140737340343195
64,24369
296,140737340318826
-168,-140737340268346
64,205213
200,140737340063133
-56,-140737340268343
136,140737340268343
272,0
-232,-140737340268343
184,205499
-120,-255991
408,140737340318835
-200,-140737340268343
48,-74824
64,24359
264,140737340318808
-136,-140737340268343
64,205270
168,140737340063073
80,0
272,0
-264,-140737340268346
72,-74843
144,280345
-88,-255973
376,140737340318817
-184,-140737340343195
64,24369
296,140737340318826
-168,-140737340268346
64,205213
200,140737340063133
-56,-140737340268343
136,140737340268343
272,0
-232,-140737340268343
184,205499
-120,-255991
408,140737340318835
-200,-140737340268343
48,-74824
64,24359
264,140737340318808
-136,-140737340268343
64,205270
168,140737340063073
80,0
272,0
-264,-140737340268346
72,-74843
144,280345
-88,-255973
376,140737340318817
-184,-140737340343195
64,24369
296,140737340318826
-168,-140737340268346
64,205213
200,140737340063133
-56,-140737340268343
136,140737340268343
272,0
-232,-140737340268343
184,205499
-120,-255991
408,140737340318835
-200,-140737340268343
48,-74824
64,24359
264,140737340318808
-136,-140737340268343
64,205270
168,140737340063073
80,0
272,0
-264,-140737340268346
72,-74843
144,280345
-88,-255973
376,140737340318817
-184,-140737340343195
64,24369
296,140737340318826
-168,-140737340268346
64,205213
-437288,2216
-22896,0
-235280,0
695664,140737340060917
-56,-140737340268343
136,140737340268343
272,0
-232,-140737340268343
184,205499
-120,-255991
408,140737340318835
-200,-140737340268343
48,-74824
64,24359
264,140737340318808
-136,-140737340268343
64,205270
168,140737340063073
80,0
272,0
-264,-140737340268346
72,-74843
144,280345
-88,-255973
376,140737340318817
-184,-140737340343195
64,24369
296,140737340318826
-168,-140737340268346
64,205213
200,140737340063133
-56,-140737340268343
136,140737340268343
272,0
-232,-140737340268343
184,205499
-120,-255991
408,140737340318835
-200,-140737340268343
48,-74824
64,24359
264,140737340318808
-136,-140737340268343
64,205270
168,140737340063073
80,0
272,0
-264,-140737340268346
72,-74843
144,280345
-88,-255973
376,140737340318817
-184,-140737340343195
64,24369
296,140737340318826
-168,-140737340268346
64,205213
200,140737340063133
-56,-140737340268343
136,140737340268343
272,0
-232,-140737340268343
184,205499
-120,-255991
408,140737340318835
-200,-140737340268343
48,-74824
64,24359
264,140737340318808
-136,-140737340268343
64,205270
168,140737340063073
80,0
272,0
-264,-140737340268346
72,-74843
144,280345
-88,-255973
376,140737340318817
-184,-140737340343195
64,24369
296,140737340318826
-168,-140737340268346
64,205213
200,140737340063133
-56,-140737340268343
136,140737340268343
272,0
-232,-140737340268343
184,205499
-120,-255991
408,140737340318835
-200,-140737340268343
48,-74824
64,24359
264,140737340318808
-136,-140737340268343
64,205270
168,140737340063073
80,0
272,0
-264,-140737340268346
72,-74843
144,280345
-88,-255973
376,140737340318817
-184,-140737340343195
64,24369
296,140737340318826
-168,-140737340268346
64,205213
200,140737340063133
-56,-140737340268343
136,140737340268343
272,0
-232,-140737340268343
184,205499
-120,-255991
408,140737340318835
-200,-140737340268343
48,-74824
64,24359
264,140737340318808
-136,-140737340268343
64,205270
168,140737340063073
80,0
272,0
-264,-140737340268346
72,-74843
144,280345
-88,-255973
376,140737340318817
-184,-140737340343195
64,24369
296,140737340318826
-168,-140737340268346
64,205213
200,140737340063133
-56,-140737340268343
136,140737340268343
272,0
-232,-140737340268343
184,205499
-120,-255991
408,140737340318835
-200,-140737340268343
48,-74824
64,24359
264,140737340318808
-136,-140737340268343
64,205270
168,140737340063073
80,0
272,0
-264,-140737340268346
72,-74843
144,280345
-88,-255973
376,140737340318817
-184,-140737340343195
64,24369
296,140737340318826
-168,-140737340268346
64,205213
-878848,-10895
-15008128,-191345
15889208,140737340265373
-2088,-140737340268343
48,206914
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
-455400,512
88,140737340141154
-123176,-140737340141154
47256,140737340141154
-36920,-140737340141154
88,140737340141154
-224536,-140737340141154
-14791736,140737340141272
-176474,-140737340588928
15769138,140737340508573
-8200,-32623
496,189651
-432,304
10264,-157332
-2072,-140737340061439
64,10
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
-571736,512
88,140737340141154
-117560,-140737340141154
-376,140737340141154
680352,76791
-15759571,-140737340665601
14997291,447656
-14791960,140737340141272
14742488,-140737340141272
-65216,0
-14678020,140737340141154
15090692,-140737340141154
88,140737340141154
-268344,-140737340141154
29976,140737340141154
-14968000,-140737340125962
15688152,140737340045725
-8216,-140737340268343
8176,140737340426133
-8112,17
64,23
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
-4647168,-166371
3890696,-140737340052376
200648,140737340141154
-166296,-140737340141154
88,140737340141154
-15305616,-140737340465610
16027992,140737340385373
-40,157790
-112,40
-17104,-802
512,0
-798408,-140737340217945
439584,0
88,140737340141154
-98312,-140737340141154
474256,140737340060917
-56,157801
-368,29
64,0
64,0
64,0
64,0
248,-157830
-794864,-140737340060917
294240,0
88,140737340141154
-160384,0
669176,-80237
-8248,-140737340268346
64,140737340426131
8112,27
-8048,18
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
-24848,-802
-372104,-140737340217945
88,140737340141154
-489056,0
214520,-140737340141154
-66944,0
88,140737340141154
738664,-80237
-40,157790
-176,40
64,0
-24592,-802
-772936,-140737340217945
-14824378,140737340141154
14815930,-140737340141154
-97920,0
368816,0
88,140737340141154
-12584,-140737340141154
88,140737340141154
547832,-80237
-40,157790
-112,40
-614920,-140737340218747
-142608,0
-12760,140737340141154
770664,-80237
-72,157812
-112,18
-24464,-802
-865400,-140737340217945
-14700114,140737340141154
15566026,76791
24328,-157028
-72,157812
-112,18
-23632,-802
24136,-157028
-72,157812
-240,18
64,0
64,0
-820216,-140737340218747
133936,0
88,140737340141154
686568,-80237
-72,157812
-112,18
-23632,-802
24040,-157028
-40,157790
-176,40
64,0
-15590803,-77593
15129203,0
-230104,-140737340141154
692048,140737340060917
-40,157790
-112,40
-23568,-802
-786824,-140737340217945
330352,0
-187184,0
88,140737340141154
667544,-80237
-40,157790
-176,40
64,0
-23312,-802
23656,-157028
-40,157790
-112,40
-802776,-140737340218747
-14821012,140737340141154
15123484,0
-234200,-140737340141154
88,140737340141154
734728,-80237
-72,157812
-23232,-784
-711736,-140737340217945
88,140737340141154
735176,-80237
-40,157790
-176,40
64,0
-809784,-140737340218747
-2976,0
295264,0
-31264,0
88,140737340141154
-95304,-140737340141154
88,140737340141154
-90776,-140737340141154
88,140737340141154
711712,76791
23176,-157028
-72,157812
-495784,-140737340218729
88,140737340141154
-1096,-140737340141154
88,140737340141154
-9896,-140737340141154
88,140737340141154
-239224,-140737340141154
88,140737340141154
745912,-80237
-72,157812
-112,18
-22672,-802
-815144,-140737340217945
402640,0
435584,140737340060917
-40,157790
-176,40
64,0
-672656,-77593
-11872,0
-58424,-140737340141154
88,140737340141154
743208,-80237
-40,157790
-112,40
-22608,-802
-768296,-140737340217945
-24640,0
319728,0
88,140737340141154
-229096,-140737340141154
88,140737340141154
130440,-140737340141154
88,140737340141154
-104120,-140737340141154
88,140737340141154
698584,-80237
-40,157790
-112,40
-817272,-140737340218747
-1152,0
-2784,0
-8256,0
175200,0
88,140737340141154
654616,-80237
-72,157812
-176,18
64,0
-706984,-140737340218747
707456,140737340060917
-40,157790
-240,40
64,0
64,0
-817176,-140737340218747
-21952,0
-4128,0
350216,140737340141154
-615312,-83030
1108792,2793
-72,157812
-176,18
64,0
-793752,-140737340218747
-7456,0
-37696,0
373776,0
88,140737340141154
-10312,-140737340141154
88,140737340141154
-14824,-140737340141154
88,140737340141154
-618672,-83030
1109208,2793
-40,157790
-304,40
64,0
64,0
64,0
-409624,-140737340218747
88,140737340141154
-290632,-140737340141154
88,140737340141154
700424,-80237
-40,157790
-112,40
-844472,-140737340218747
-1536,0
846384,140737340060917
-72,157812
-112,18
-445544,-140737340218747
-47360,0
88,140737340141154
-12056,-140737340141154
88,140737340141154
-328,-140737340141154
-236408,140737340141154
741896,-80237
-72,157812
-112,18
-831736,-140737340218747
-13216,0
76448,0
88,140737340141154
191640,-140737340141154
88,140737340141154
-166792,-140737340141154
88,140737340141154
-366496,-83030
1110328,2793
-72,157812
-176,18
64,0
-1110208,-160623
1110680,2793
-40,157790
-240,40
64,0
64,0
-369416,-140737340218747
88,140737340141154
369768,-80237
-72,157812
-176,18
64,0
-820376,-140737340218747
-26176,0
-14789240,140737340141272
15636264,-80355
-40,157790
-240,40
64,0
64,0
-678360,-140737340218747
88,140737340141154
678712,-80237
-72,157812
-176,18
64,0
-620888,-140737340218747
-114920,140737340141154
-15772608,-112842
16508952,32605
-40,157790
-304,40
64,0
64,0
64,0
520,-157830
-24,157779
-304,51
64,0
64,0
64,0
216,-157830
8256,0
-8216,-140737340268343
8176,140737340426133
-8112,17
64,23
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
64,0
-431240,-140737340218747
431680,140737340060917
-72,157812
-176,18
64,0
376,-157830
-72,157812
-112,18
-16524332,-980
15398500,-148704
287088,-140737340069063
-81120,0
-3632,0
-15109336,-304360
428020,-2474
-429236,1282
384064,384040
-754112,-754064
128,80
798900,368662
-405172,25066
64,64
360448,360496
-360704,-360752
-170880,-170880
576156,146006
-405212,24970
4979392,140737346312872
64,56
1472,1472
128,128
320,320
10192072,-140737346032984
-16096,0
224352,0
-1960,140737340141154
-24232,-140737340141154
88,140737340141154
-183208,-140737340141154
-3456,0
-3963624,140737339919768
-5355008,6120932
9320648,-140737346040700
280128,0
88,140737340141154
-10664,-140737340141154
-9768,140737340141154
-9579120,5898813
-860576,2713
859136,-1980
9845936,-5899546
-294920,-140737340141154
-314392,140737340141154
229480,-140737340141154
129352,140737340141154
55824,0
